"Column Name","Label"
"S2401_C03_024EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C03_025E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C03_025M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C03_025MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C03_025EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C03_026E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C03_026M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C03_026MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C03_026EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C03_027E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C03_027EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C03_027M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C03_027MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C03_028E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C03_028M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C03_028MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C03_028EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C03_029E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C03_029EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C03_029M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C03_029MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C03_030E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C03_030M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C03_030MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C03_030EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C03_031E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C03_031M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C03_031MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C03_031EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C03_032E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C03_032M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C03_032MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C03_032EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C03_033E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C03_033EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C03_033M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C03_033MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C03_034E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C03_034EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C03_034M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C03_034MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C03_035E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C03_035M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C03_035MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C03_035EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C03_036E","Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C03_036M","Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C03_036MA","Annotation of Margin of Error!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C03_036EA","Annotation of Estimate!!Percent Male!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C04_001E","Estimate!!Female!!Civilian employed population 16 years and over"
"S2401_C04_001M","Margin of Error!!Female!!Civilian employed population 16 years and over"
"S2401_C04_001MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over"
"S2401_C04_001EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over"
"S2401_C04_002E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C04_002M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C04_002MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C04_002EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C04_003E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C04_003EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C04_003M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C04_003MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:"
"S2401_C04_004E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C04_004M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C04_004MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C04_004EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Management occupations"
"S2401_C04_005E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C04_005EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C04_005M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C04_005MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Management, business, and financial occupations:!!Business and financial operations occupations"
"S2401_C04_006E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C04_006M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C04_006MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C04_006EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:"
"S2401_C04_007E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C04_007M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C04_007MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C04_007EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Computer and mathematical occupations"
"S2401_C04_008E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C04_008EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C04_008M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C04_008MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Architecture and engineering occupations"
"S2401_C04_009E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C04_009M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C04_009MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C04_009EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations"
"S2401_C04_010E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C04_010EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C04_010M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C04_010MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:"
"S2401_C04_011E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C04_011M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C04_011MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C04_011EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Community and social service occupations"
"S2401_C04_012E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C04_012M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C04_012MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C04_012EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Legal occupations"
"S2401_C04_013E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C04_013M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C04_013MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C04_013EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Educational instruction, and library occupations"
"S2401_C04_014E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C04_014EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C04_014M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C04_014MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Education, legal, community service, arts, and media occupations:!!Arts, design, entertainment, sports, and media occupations"
"S2401_C04_015E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C04_015M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C04_015MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C04_015EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:"
"S2401_C04_016E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C04_016EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C04_016M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C04_016MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health diagnosing and treating practitioners and other technical occupations"
"S2401_C04_017E","Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C04_017M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C04_017MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C04_017EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Healthcare practitioners and technical occupations:!!Health technologists and technicians"
"S2401_C04_018E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C04_018EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C04_018M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C04_018MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:"
"S2401_C04_019E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C04_019M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C04_019MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C04_019EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Healthcare support occupations"
"S2401_C04_020E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C04_020M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C04_020MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C04_020EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:"
"S2401_C04_021E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C04_021M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C04_021MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C04_021EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Firefighting and prevention, and other protective service workers including supervisors"
"S2401_C04_022E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C04_022EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C04_022M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C04_022MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Protective service occupations:!!Law enforcement workers including supervisors"
"S2401_C04_023E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C04_023M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C04_023MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C04_023EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Food preparation and serving related occupations"
"S2401_C04_024E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C04_024M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C04_024MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C04_024EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Building and grounds cleaning and maintenance occupations"
"S2401_C04_025E","Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C04_025M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C04_025MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C04_025EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations"
"S2401_C04_026E","Estimate!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C04_026M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C04_026MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C04_026EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:"
"S2401_C04_027E","Estimate!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C04_027M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C04_027MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C04_027EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations"
"S2401_C04_028E","Estimate!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C04_028M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C04_028MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C04_028EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations"
"S2401_C04_029E","Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C04_029M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C04_029MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C04_029EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:"
"S2401_C04_030E","Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C04_030M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C04_030MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C04_030EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Farming, fishing, and forestry occupations"
"S2401_C04_031E","Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C04_031M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C04_031MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C04_031EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations"
"S2401_C04_032E","Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C04_032M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C04_032MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C04_032EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Installation, maintenance, and repair occupations"
"S2401_C04_033E","Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C04_033M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C04_033MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C04_033EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:"
"S2401_C04_034E","Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C04_034EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C04_034M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C04_034MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations"
"S2401_C04_035E","Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C04_035EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C04_035M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C04_035MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations"
"S2401_C04_036E","Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C04_036M","Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C04_036MA","Annotation of Margin of Error!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C04_036EA","Annotation of Estimate!!Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations"
"S2401_C05_001E","Estimate!!Percent Female!!Civilian employed population 16 years and over"
"S2401_C05_001EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over"
"S2401_C05_001M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over"
"S2401_C05_001MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over"
"S2401_C05_002E","Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C05_002M","Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C05_002MA","Annotation of Margin of Error!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
"S2401_C05_002EA","Annotation of Estimate!!Percent Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:"
